Razonamiento;Lectura_critica;Competencias_ciudadanas;Ingles;Resultado
111;118;106;123;Aceptable Desmpeno
191;155;159;151;Buen Desempeno
110;0;0;0;Regular Desempeno
157;193;128;173;Buen Desempeno
179;95;128;160;Aceptable Desmpeno
123;119;109;137;Aceptable Desmpeno
159;122;101;148;Aceptable Desmpeno
170;135;136;195;Buen Desempeno
138;175;183;165;Buen Desempeno
170;179;181;201;Buen Desempeno
167;175;190;207;Buen Desempeno
176;148;154;170;Buen Desempeno
136;159;155;148;Buen Desempeno
173;210;171;131;Buen Desempeno
179;165;105;192;Buen Desempeno
157;124;86;161;Aceptable Desmpeno
138;158;123;154;Aceptable Desmpeno
153;168;137;182;Buen Desempeno
167;122;143;152;Aceptable Desmpeno
165;111;176;151;Buen Desempeno
185;164;189;166;Buen Desempeno
138;176;133;133;Aceptable Desmpeno
186;189;170;175;Buen Desempeno
161;172;159;155;Buen Desempeno
115;131;156;206;Buen Desempeno
161;157;165;168;Buen Desempeno
145;164;174;170;Buen Desempeno
160;133;111;188;Buen Desempeno
167;124;139;158;Buen Desempeno
109;134;150;154;Aceptable Desmpeno
202;196;183;183;Buen Desempeno
174;177;170;164;Buen Desempeno
168;156;141;169;Buen Desempeno
207;187;223;192;Buen Desempeno
104;151;187;189;Buen Desempeno
160;191;139;186;Buen Desempeno
164;128;168;195;Buen Desempeno
162;179;178;202;Buen Desempeno
198;182;214;215;Buen Desempeno
163;180;185;155;Buen Desempeno
187;195;192;193;Buen Desempeno
167;120;145;163;Buen Desempeno
171;148;148;191;Buen Desempeno
122;160;140;164;Aceptable Desmpeno
159;186;193;168;Buen Desempeno
119;143;146;144;Aceptable Desmpeno
186;191;181;188;Buen Desempeno
147;120;133;190;Buen Desempeno
146;157;96;150;Aceptable Desmpeno
194;170;177;180;Buen Desempeno
176;186;122;158;Buen Desempeno
167;165;164;194;Buen Desempeno
105;123;118;140;Aceptable Desmpeno
201;198;189;188;Buen Desempeno
155;158;144;190;Buen Desempeno
182;166;143;197;Buen Desempeno
165;136;157;191;Buen Desempeno
99;137;158;192;Aceptable Desmpeno
186;178;190;175;Buen Desempeno
155;127;111;154;Aceptable Desmpeno
90;132;121;138;Aceptable Desmpeno
173;166;135;185;Buen Desempeno
170;171;158;154;Buen Desempeno
152;162;149;99;Aceptable Desmpeno
152;179;157;130;Buen Desempeno
198;212;200;189;Buen Desempeno
177;178;176;191;Buen Desempeno
157;175;139;142;Buen Desempeno
168;163;191;177;Buen Desempeno
151;132;141;134;Aceptable Desmpeno
169;140;179;220;Buen Desempeno
153;150;161;138;Buen Desempeno
135;141;178;156;Buen Desempeno
150;186;189;168;Buen Desempeno
169;171;176;120;Buen Desempeno
148;165;151;172;Buen Desempeno
188;154;161;204;Buen Desempeno
144;166;117;162;Buen Desempeno
203;203;169;300;Excelente Desempeno
181;171;175;157;Buen Desempeno
111;102;121;144;Aceptable Desmpeno
141;147;135;176;Buen Desempeno
208;164;181;183;Buen Desempeno
170;135;147;116;Aceptable Desmpeno
113;117;114;153;Aceptable Desmpeno
170;134;144;173;Buen Desempeno
159;190;182;166;Buen Desempeno
167;162;180;145;Buen Desempeno
173;170;170;196;Buen Desempeno
131;134;123;165;Aceptable Desmpeno
125;175;180;161;Buen Desempeno
158;159;158;196;Buen Desempeno
184;167;160;182;Buen Desempeno
133;158;136;154;Aceptable Desmpeno
182;181;169;125;Buen Desempeno
175;210;177;161;Buen Desempeno
176;172;190;158;Buen Desempeno
174;138;132;148;Buen Desempeno
181;171;192;207;Buen Desempeno
150;111;97;162;Aceptable Desmpeno
156;123;146;180;Buen Desempeno
114;143;149;152;Aceptable Desmpeno
141;137;101;155;Aceptable Desmpeno
201;181;165;170;Buen Desempeno
201;182;157;163;Buen Desempeno
123;140;166;141;Aceptable Desmpeno
93;126;156;151;Aceptable Desmpeno
200;175;110;190;Buen Desempeno
190;190;174;180;Buen Desempeno
168;145;72;201;Aceptable Desmpeno
137;144;159;155;Buen Desempeno
177;190;180;179;Buen Desempeno
165;168;150;176;Buen Desempeno
145;114;201;195;Buen Desempeno
191;148;131;164;Buen Desempeno
142;173;150;183;Buen Desempeno
181;149;169;125;Buen Desempeno
168;155;171;200;Buen Desempeno
161;146;138;165;Buen Desempeno
202;165;169;185;Buen Desempeno
153;145;138;153;Buen Desempeno
170;133;164;182;Buen Desempeno
183;175;174;165;Buen Desempeno
155;185;203;177;Buen Desempeno
206;207;184;193;Buen Desempeno
300;216;191;210;Excelente Desempeno
149;113;101;96;Aceptable Desmpeno
141;120;113;119;Aceptable Desmpeno
109;140;154;145;Aceptable Desmpeno
151;122;88;160;Aceptable Desmpeno
146;177;171;173;Buen Desempeno
136;175;184;180;Buen Desempeno
155;183;170;138;Buen Desempeno
199;192;166;159;Buen Desempeno
135;122;133;128;Aceptable Desmpeno
178;187;166;161;Buen Desempeno
105;143;95;144;Aceptable Desmpeno
148;161;173;201;Buen Desempeno
146;165;158;143;Buen Desempeno
144;120;75;145;Aceptable Desmpeno
217;185;140;196;Buen Desempeno
157;177;156;189;Buen Desempeno
163;146;175;194;Buen Desempeno
88;103;165;106;Aceptable Desmpeno
169;177;129;163;Buen Desempeno
129;201;182;157;Buen Desempeno
138;170;203;172;Buen Desempeno
145;97;130;166;Aceptable Desmpeno
111;137;112;164;Aceptable Desmpeno
159;161;134;188;Buen Desempeno
131;113;126;143;Aceptable Desmpeno
126;149;120;154;Aceptable Desmpeno
162;195;165;181;Buen Desempeno
129;119;115;152;Aceptable Desmpeno
179;194;166;173;Buen Desempeno
100;162;157;159;Aceptable Desmpeno
133;151;178;176;Buen Desempeno
96;119;116;121;Aceptable Desmpeno
76;192;194;189;Buen Desempeno
116;93;86;102;Regular Desempeno
96;137;103;104;Aceptable Desmpeno
100;124;125;100;Aceptable Desmpeno
96;193;134;141;Aceptable Desmpeno
139;108;84;103;Regular Desempeno
145;147;150;112;Aceptable Desmpeno
144;128;140;165;Aceptable Desmpeno
191;142;105;95;Aceptable Desmpeno
198;198;209;187;Buen Desempeno
168;171;167;180;Buen Desempeno
157;169;134;163;Buen Desempeno
176;188;180;200;Buen Desempeno
171;190;205;190;Buen Desempeno
210;158;176;192;Buen Desempeno
172;141;91;198;Buen Desempeno
211;188;195;199;Buen Desempeno
201;197;172;217;Buen Desempeno
178;156;84;190;Buen Desempeno
191;203;161;195;Buen Desempeno
197;146;178;201;Buen Desempeno
200;179;170;190;Buen Desempeno
209;171;171;193;Buen Desempeno
167;136;79;166;Aceptable Desmpeno
158;133;112;159;Aceptable Desmpeno
182;185;162;192;Buen Desempeno
174;177;160;159;Buen Desempeno
151;151;120;196;Buen Desempeno
186;151;162;172;Buen Desempeno
195;166;191;191;Buen Desempeno
194;156;152;189;Buen Desempeno
182;160;166;201;Buen Desempeno
164;85;118;173;Aceptable Desmpeno
184;120;91;158;Aceptable Desmpeno
114;82;154;164;Aceptable Desmpeno
161;140;114;140;Aceptable Desmpeno
157;161;141;138;Buen Desempeno
198;179;157;172;Buen Desempeno
145;180;86;176;Aceptable Desmpeno
183;150;161;193;Buen Desempeno
192;203;179;205;Buen Desempeno
170;180;169;151;Buen Desempeno
128;137;135;169;Aceptable Desmpeno
202;122;173;144;Buen Desempeno
205;100;110;206;Buen Desempeno
160;157;120;154;Buen Desempeno
223;214;199;196;Buen Desempeno
161;117;150;147;Aceptable Desmpeno
182;149;93;188;Buen Desempeno
195;210;147;201;Buen Desempeno
176;160;138;183;Buen Desempeno
140;90;91;147;Aceptable Desmpeno
158;188;185;183;Buen Desempeno
148;120;154;165;Aceptable Desmpeno
129;110;144;138;Aceptable Desmpeno
105;167;168;125;Aceptable Desmpeno
115;112;78;126;Regular Desempeno
114;105;103;130;Aceptable Desmpeno
149;119;135;151;Aceptable Desmpeno
165;138;133;145;Aceptable Desmpeno
79;78;92;103;Regular Desempeno
135;100;120;115;Aceptable Desmpeno
134;154;143;160;Buen Desempeno
179;168;183;175;Buen Desempeno
131;200;190;179;Buen Desempeno
135;151;149;170;Buen Desempeno
151;163;127;168;Buen Desempeno
149;155;201;189;Buen Desempeno
178;186;143;188;Buen Desempeno
152;198;194;190;Buen Desempeno
179;194;197;182;Buen Desempeno
155;135;150;136;Aceptable Desmpeno
162;194;192;158;Buen Desempeno
185;183;140;156;Buen Desempeno
154;180;170;179;Buen Desempeno
149;151;113;93;Aceptable Desmpeno
134;177;170;170;Buen Desempeno
159;182;186;170;Buen Desempeno
143;144;144;180;Buen Desempeno
132;130;132;139;Aceptable Desmpeno
137;192;200;185;Buen Desempeno
185;180;183;156;Buen Desempeno
141;193;176;186;Buen Desempeno
136;178;154;166;Buen Desempeno
149;185;158;169;Buen Desempeno
140;186;67;178;Aceptable Desmpeno
119;137;153;128;Aceptable Desmpeno
203;207;228;219;Excelente Desempeno
144;219;207;207;Buen Desempeno
131;197;196;208;Buen Desempeno
170;187;175;172;Buen Desempeno
127;183;222;189;Buen Desempeno
102;127;99;115;Aceptable Desmpeno
164;179;188;157;Buen Desempeno
125;181;179;167;Buen Desempeno
195;203;182;193;Buen Desempeno
160;181;171;192;Buen Desempeno
132;153;164;197;Buen Desempeno
156;177;192;172;Buen Desempeno
149;196;202;162;Buen Desempeno
153;197;195;186;Buen Desempeno
138;179;184;183;Buen Desempeno
143;158;184;194;Buen Desempeno
117;169;164;155;Buen Desempeno
99;168;156;177;Buen Desempeno
144;129;153;138;Aceptable Desmpeno
213;196;223;198;Buen Desempeno
133;165;182;176;Buen Desempeno
150;144;198;179;Buen Desempeno
146;195;231;183;Buen Desempeno
136;188;163;170;Buen Desempeno
116;187;211;201;Buen Desempeno
91;139;142;146;Aceptable Desmpeno
176;203;194;171;Buen Desempeno
176;183;206;185;Buen Desempeno
156;191;188;146;Buen Desempeno
154;167;176;182;Buen Desempeno
167;161;182;178;Buen Desempeno
189;200;186;164;Buen Desempeno
125;193;185;208;Buen Desempeno
189;177;195;169;Buen Desempeno
101;152;184;183;Buen Desempeno
145;149;154;164;Buen Desempeno
120;173;183;170;Buen Desempeno
178;208;179;171;Buen Desempeno
160;189;210;208;Buen Desempeno
178;203;199;183;Buen Desempeno
176;185;176;177;Buen Desempeno
94;92;142;148;Aceptable Desmpeno
187;169;219;195;Buen Desempeno
117;137;156;172;Aceptable Desmpeno
113;158;173;174;Buen Desempeno
148;160;202;165;Buen Desempeno
110;98;127;135;Aceptable Desmpeno
149;164;164;171;Buen Desempeno
133;149;172;201;Buen Desempeno
94;116;100;156;Aceptable Desmpeno
129;180;193;181;Buen Desempeno
193;300;197;218;Excelente Desempeno
159;174;167;99;Buen Desempeno
126;174;150;170;Buen Desempeno
190;193;193;159;Buen Desempeno
146;195;204;188;Buen Desempeno
106;144;154;191;Buen Desempeno
126;159;171;143;Buen Desempeno
175;174;189;170;Buen Desempeno
140;196;158;155;Buen Desempeno
174;150;192;161;Buen Desempeno
132;141;160;157;Buen Desempeno
136;149;139;122;Aceptable Desmpeno
157;198;207;213;Buen Desempeno
161;163;211;176;Buen Desempeno
126;187;194;169;Buen Desempeno
118;214;220;193;Buen Desempeno
98;177;170;173;Buen Desempeno
151;128;178;169;Buen Desempeno
156;185;187;183;Buen Desempeno
164;214;192;208;Buen Desempeno
168;205;202;188;Buen Desempeno
120;169;184;185;Buen Desempeno
162;151;186;193;Buen Desempeno
113;142;156;144;Aceptable Desmpeno
197;237;222;216;Excelente Desempeno
147;159;162;158;Buen Desempeno
189;194;205;183;Buen Desempeno
168;171;175;186;Buen Desempeno
148;182;161;157;Buen Desempeno
165;189;208;175;Buen Desempeno
173;152;184;179;Buen Desempeno
78;116;152;160;Aceptable Desmpeno
125;161;154;167;Buen Desempeno
151;164;193;177;Buen Desempeno
130;181;186;191;Buen Desempeno
156;199;167;183;Buen Desempeno
187;192;202;171;Buen Desempeno
103;146;186;158;Buen Desempeno
172;215;225;200;Buen Desempeno
142;135;141;166;Aceptable Desmpeno
107;184;197;172;Buen Desempeno
109;157;158;181;Buen Desempeno
127;214;134;127;Buen Desempeno
111;105;140;146;Aceptable Desmpeno
158;175;172;176;Buen Desempeno
149;179;200;185;Buen Desempeno
177;172;180;169;Buen Desempeno
138;156;162;140;Buen Desempeno
169;178;225;175;Buen Desempeno
188;170;175;167;Buen Desempeno
200;224;118;219;Buen Desempeno
112;170;205;153;Buen Desempeno
118;137;140;128;Aceptable Desmpeno
142;148;144;156;Buen Desempeno
185;190;171;170;Buen Desempeno
131;180;201;175;Buen Desempeno
154;174;193;193;Buen Desempeno
197;174;183;138;Buen Desempeno
178;183;187;168;Buen Desempeno
148;152;165;145;Buen Desempeno
147;164;162;163;Buen Desempeno
154;183;188;183;Buen Desempeno
144;189;201;194;Buen Desempeno
181;212;155;133;Buen Desempeno
114;168;167;179;Buen Desempeno
152;179;173;144;Buen Desempeno
169;151;154;162;Buen Desempeno
131;133;154;155;Aceptable Desmpeno
146;197;173;159;Buen Desempeno
123;165;131;99;Aceptable Desmpeno
127;174;139;138;Aceptable Desmpeno
121;154;127;167;Aceptable Desmpeno
137;172;159;154;Buen Desempeno
145;148;164;183;Buen Desempeno
202;209;193;188;Buen Desempeno
135;176;160;182;Buen Desempeno
125;129;113;157;Aceptable Desmpeno
159;167;184;155;Buen Desempeno
91;129;101;163;Aceptable Desmpeno
157;131;104;182;Aceptable Desmpeno
175;201;163;193;Buen Desempeno
203;213;177;179;Buen Desempeno
157;185;188;184;Buen Desempeno
147;168;95;137;Aceptable Desmpeno
147;137;144;178;Buen Desempeno
111;156;108;150;Aceptable Desmpeno
144;179;189;191;Buen Desempeno
144;159;190;173;Buen Desempeno
144;103;139;172;Aceptable Desmpeno
154;166;147;171;Buen Desempeno
100;180;160;131;Aceptable Desmpeno
126;141;127;140;Aceptable Desmpeno
129;167;165;186;Buen Desempeno
126;203;173;152;Buen Desempeno
128;179;196;195;Buen Desempeno
102;144;140;146;Aceptable Desmpeno
135;166;138;137;Aceptable Desmpeno
140;214;187;173;Buen Desempeno
180;235;211;209;Buen Desempeno
157;155;170;173;Buen Desempeno
118;128;98;158;Aceptable Desmpeno
119;141;127;179;Aceptable Desmpeno
149;202;144;152;Buen Desempeno
174;192;186;185;Buen Desempeno
168;164;176;162;Buen Desempeno
96;209;161;181;Buen Desempeno
169;202;193;148;Buen Desempeno
130;113;76;105;Regular Desempeno
150;166;169;147;Buen Desempeno
165;176;150;177;Buen Desempeno
174;177;183;165;Buen Desempeno
150;150;125;162;Aceptable Desmpeno
148;148;104;158;Aceptable Desmpeno
174;181;200;175;Buen Desempeno
182;154;81;166;Aceptable Desmpeno
183;209;175;205;Buen Desempeno
182;206;182;144;Buen Desempeno
161;149;173;184;Buen Desempeno
169;147;169;210;Buen Desempeno
169;208;175;207;Buen Desempeno
157;207;153;146;Buen Desempeno
154;202;193;175;Buen Desempeno
107;109;139;151;Aceptable Desmpeno
150;180;178;146;Buen Desempeno
132;168;149;164;Buen Desempeno
125;161;129;152;Aceptable Desmpeno
176;187;182;194;Buen Desempeno
117;197;193;181;Buen Desempeno
147;176;142;147;Buen Desempeno
162;179;192;160;Buen Desempeno
143;192;181;182;Buen Desempeno
174;180;174;170;Buen Desempeno
162;187;177;173;Buen Desempeno
178;163;156;198;Buen Desempeno
112;125;133;148;Aceptable Desmpeno
172;155;159;194;Buen Desempeno
152;157;153;189;Buen Desempeno
135;156;159;203;Buen Desempeno
132;196;159;178;Buen Desempeno
175;163;147;139;Buen Desempeno
142;165;160;162;Buen Desempeno
181;192;167;168;Buen Desempeno
131;183;176;144;Buen Desempeno
138;163;124;104;Aceptable Desmpeno
162;192;162;170;Buen Desempeno
127;121;159;158;Aceptable Desmpeno
159;161;149;151;Buen Desempeno
163;163;173;178;Buen Desempeno
135;204;193;170;Buen Desempeno
168;179;200;164;Buen Desempeno
179;152;187;229;Buen Desempeno
172;176;190;178;Buen Desempeno
162;196;144;105;Buen Desempeno
113;109;131;117;Aceptable Desmpeno
138;162;117;195;Buen Desempeno
127;155;131;127;Aceptable Desmpeno
134;130;126;124;Aceptable Desmpeno
119;186;177;193;Buen Desempeno
140;195;175;212;Buen Desempeno
159;170;193;184;Buen Desempeno
132;159;162;186;Buen Desempeno
121;152;121;118;Aceptable Desmpeno
187;196;192;170;Buen Desempeno
147;160;121;181;Buen Desempeno
179;197;177;203;Buen Desempeno
119;192;187;175;Buen Desempeno
100;175;155;126;Aceptable Desmpeno
168;152;151;140;Buen Desempeno
143;209;204;180;Buen Desempeno
162;195;203;208;Buen Desempeno
124;120;87;146;Aceptable Desmpeno
167;187;188;190;Buen Desempeno
147;154;177;172;Buen Desempeno
136;140;150;159;Aceptable Desmpeno
99;87;143;170;Aceptable Desmpeno
118;154;160;132;Aceptable Desmpeno
172;199;169;200;Buen Desempeno
147;162;149;199;Buen Desempeno
170;134;158;169;Buen Desempeno
158;140;166;156;Buen Desempeno
184;170;208;170;Buen Desempeno
190;201;209;208;Buen Desempeno
195;173;191;181;Buen Desempeno
126;156;149;193;Buen Desempeno
160;175;182;186;Buen Desempeno
162;121;146;197;Buen Desempeno
165;142;120;158;Aceptable Desmpeno
142;145;172;161;Buen Desempeno
137;170;101;173;Aceptable Desmpeno
174;169;131;182;Buen Desempeno
160;161;157;170;Buen Desempeno
109;119;93;168;Aceptable Desmpeno
122;116;134;163;Aceptable Desmpeno
199;216;204;218;Buen Desempeno
209;197;192;194;Buen Desempeno
113;141;124;167;Aceptable Desmpeno
135;116;93;156;Aceptable Desmpeno
178;185;177;198;Buen Desempeno
184;157;138;207;Buen Desempeno
139;124;110;165;Aceptable Desmpeno
158;108;164;134;Aceptable Desmpeno
189;178;172;179;Buen Desempeno
193;185;162;179;Buen Desempeno
177;171;168;188;Buen Desempeno
168;165;153;166;Buen Desempeno
184;174;103;207;Buen Desempeno
177;118;0;158;Aceptable Desmpeno
148;176;174;201;Buen Desempeno
138;122;107;167;Aceptable Desmpeno
133;152;146;176;Buen Desempeno
191;179;192;178;Buen Desempeno
159;176;172;187;Buen Desempeno
155;127;132;169;Aceptable Desmpeno
138;148;118;121;Aceptable Desmpeno
150;138;134;173;Buen Desempeno
170;127;145;161;Buen Desempeno
174;203;214;197;Buen Desempeno
179;159;172;198;Buen Desempeno
153;183;150;191;Buen Desempeno
166;172;172;196;Buen Desempeno
180;190;191;228;Buen Desempeno
119;134;143;181;Aceptable Desmpeno
179;177;192;188;Buen Desempeno
166;168;131;174;Buen Desempeno
161;164;178;181;Buen Desempeno
151;117;158;193;Buen Desempeno
119;145;167;149;Aceptable Desmpeno
134;127;131;174;Aceptable Desmpeno
180;166;83;192;Buen Desempeno
142;162;161;182;Buen Desempeno
157;168;179;194;Buen Desempeno
176;180;158;206;Buen Desempeno
144;154;139;172;Buen Desempeno
183;139;132;166;Buen Desempeno
82;85;109;174;Aceptable Desmpeno
159;175;204;171;Buen Desempeno
129;173;152;162;Buen Desempeno
164;141;113;174;Buen Desempeno
153;158;135;175;Buen Desempeno
168;171;170;173;Buen Desempeno
155;173;192;177;Buen Desempeno
120;136;156;188;Buen Desempeno
229;218;200;205;Excelente Desempeno
144;166;144;185;Buen Desempeno
132;141;146;167;Aceptable Desmpeno
118;117;131;162;Aceptable Desmpeno
154;119;147;168;Buen Desempeno
178;151;192;181;Buen Desempeno
145;146;125;186;Buen Desempeno
127;151;175;173;Buen Desempeno
171;115;95;151;Aceptable Desmpeno
194;149;173;195;Buen Desempeno
141;146;154;163;Buen Desempeno
131;116;145;193;Aceptable Desmpeno
138;123;144;160;Aceptable Desmpeno
170;145;161;190;Buen Desempeno
120;148;163;182;Buen Desempeno
139;188;184;189;Buen Desempeno
171;166;155;186;Buen Desempeno
136;107;122;197;Aceptable Desmpeno
146;167;112;160;Aceptable Desmpeno
172;143;159;211;Buen Desempeno
164;148;170;194;Buen Desempeno
191;190;201;191;Buen Desempeno
179;173;192;186;Buen Desempeno
183;140;155;178;Buen Desempeno
195;179;198;204;Buen Desempeno
173;149;163;195;Buen Desempeno
155;141;150;157;Buen Desempeno
159;132;171;187;Buen Desempeno
145;162;167;189;Buen Desempeno
145;138;133;156;Aceptable Desmpeno
167;179;177;193;Buen Desempeno
143;157;149;165;Buen Desempeno
163;176;155;183;Buen Desempeno
173;198;168;166;Buen Desempeno
111;70;105;103;Regular Desempeno
199;187;176;191;Buen Desempeno
173;152;168;190;Buen Desempeno
171;159;166;197;Buen Desempeno
189;167;153;192;Buen Desempeno
147;176;189;189;Buen Desempeno
158;192;216;183;Buen Desempeno
153;165;175;211;Buen Desempeno
132;141;181;179;Buen Desempeno
175;142;130;158;Buen Desempeno
135;117;143;167;Aceptable Desmpeno
139;161;160;184;Buen Desempeno
155;167;201;200;Buen Desempeno
178;156;180;175;Buen Desempeno
161;145;104;184;Buen Desempeno
148;116;145;171;Aceptable Desmpeno
120;143;151;176;Buen Desempeno
134;146;126;155;Aceptable Desmpeno
111;145;144;189;Buen Desempeno
123;175;163;186;Buen Desempeno
157;115;187;180;Buen Desempeno
162;173;167;172;Buen Desempeno
178;158;193;182;Buen Desempeno
157;169;152;195;Buen Desempeno
158;139;139;155;Buen Desempeno
151;140;150;188;Buen Desempeno
141;166;172;192;Buen Desempeno
173;149;139;170;Buen Desempeno
129;112;155;156;Aceptable Desmpeno
155;170;182;162;Buen Desempeno
133;113;129;157;Aceptable Desmpeno
159;155;131;141;Aceptable Desmpeno
138;147;121;196;Buen Desempeno
162;139;151;166;Buen Desempeno
165;141;143;167;Buen Desempeno
173;167;129;196;Buen Desempeno
157;188;154;187;Buen Desempeno
135;166;169;188;Buen Desempeno
184;177;179;198;Buen Desempeno
185;235;217;206;Excelente Desempeno
132;107;76;173;Aceptable Desmpeno
99;113;111;162;Aceptable Desmpeno
154;143;133;173;Buen Desempeno
143;126;114;135;Aceptable Desmpeno
173;149;177;177;Buen Desempeno
212;205;191;181;Buen Desempeno
93;97;108;186;Aceptable Desmpeno
204;198;194;190;Buen Desempeno
168;195;189;212;Buen Desempeno
87;138;168;169;Aceptable Desmpeno
118;143;139;192;Buen Desempeno
91;80;112;169;Aceptable Desmpeno
201;198;184;211;Buen Desempeno
188;174;172;157;Buen Desempeno
162;183;157;161;Buen Desempeno
198;154;166;172;Buen Desempeno
154;150;163;197;Buen Desempeno
137;151;152;185;Buen Desempeno
156;110;143;159;Aceptable Desmpeno
151;138;151;157;Buen Desempeno
168;157;157;197;Buen Desempeno
153;148;146;160;Buen Desempeno
170;187;199;191;Buen Desempeno
172;136;140;176;Buen Desempeno
113;181;174;154;Buen Desempeno
150;165;107;188;Buen Desempeno
158;110;152;174;Buen Desempeno
139;168;174;186;Buen Desempeno
133;132;140;160;Aceptable Desmpeno
168;159;178;144;Buen Desempeno
157;149;118;163;Aceptable Desmpeno
142;158;155;181;Buen Desempeno
145;122;111;157;Aceptable Desmpeno
130;106;134;179;Aceptable Desmpeno
109;141;123;142;Aceptable Desmpeno
137;165;151;191;Buen Desempeno
174;132;159;151;Buen Desempeno
180;177;166;204;Buen Desempeno
178;176;201;216;Buen Desempeno
163;141;155;137;Buen Desempeno
191;105;93;161;Aceptable Desmpeno
186;159;158;167;Buen Desempeno
167;176;179;176;Buen Desempeno
150;120;133;163;Aceptable Desmpeno
130;119;121;165;Aceptable Desmpeno
166;145;156;186;Buen Desempeno
118;117;128;152;Aceptable Desmpeno
159;153;174;145;Buen Desempeno
205;153;83;189;Buen Desempeno
134;136;170;178;Buen Desempeno
165;172;156;143;Buen Desempeno
162;153;106;124;Aceptable Desmpeno
165;130;79;163;Aceptable Desmpeno
159;168;187;183;Buen Desempeno
160;185;189;181;Buen Desempeno
141;142;170;125;Aceptable Desmpeno
184;178;169;138;Buen Desempeno
190;183;198;138;Buen Desempeno
154;148;133;156;Buen Desempeno
134;184;155;107;Aceptable Desmpeno
184;196;129;147;Buen Desempeno
108;200;158;151;Buen Desempeno
162;168;191;167;Buen Desempeno
143;172;182;191;Buen Desempeno
128;141;145;141;Aceptable Desmpeno
129;188;172;152;Buen Desempeno
169;202;190;214;Buen Desempeno
185;169;173;154;Buen Desempeno
176;181;192;183;Buen Desempeno
158;160;175;162;Buen Desempeno
137;156;149;190;Buen Desempeno
156;209;219;190;Buen Desempeno
141;163;196;142;Buen Desempeno
145;163;146;143;Buen Desempeno
164;190;171;185;Buen Desempeno
182;193;167;206;Buen Desempeno
150;169;168;175;Buen Desempeno
181;187;172;169;Buen Desempeno
124;153;155;128;Aceptable Desmpeno
148;192;174;145;Buen Desempeno
185;179;189;180;Buen Desempeno
159;161;178;173;Buen Desempeno
150;202;199;150;Buen Desempeno
157;179;148;128;Buen Desempeno
186;175;214;193;Buen Desempeno
162;188;202;191;Buen Desempeno
146;165;183;176;Buen Desempeno
187;215;206;193;Buen Desempeno
131;184;208;153;Buen Desempeno
149;175;124;145;Buen Desempeno
142;166;186;190;Buen Desempeno
135;155;167;133;Buen Desempeno
173;203;196;159;Buen Desempeno
146;190;183;149;Buen Desempeno
148;178;202;157;Buen Desempeno
129;183;198;148;Buen Desempeno
177;157;107;101;Aceptable Desmpeno
165;165;199;170;Buen Desempeno
141;183;196;138;Buen Desempeno
196;206;227;115;Buen Desempeno
163;171;177;137;Buen Desempeno
146;184;178;185;Buen Desempeno
137;151;151;201;Buen Desempeno
163;175;72;151;Aceptable Desmpeno
154;154;171;169;Buen Desempeno
168;165;166;185;Buen Desempeno
167;218;174;161;Buen Desempeno
152;176;183;194;Buen Desempeno
144;184;164;142;Buen Desempeno
149;158;182;151;Buen Desempeno
167;192;175;203;Buen Desempeno
160;168;214;169;Buen Desempeno
212;216;220;213;Excelente Desempeno
188;198;183;165;Buen Desempeno
126;87;105;102;Regular Desempeno
86;113;110;134;Aceptable Desmpeno
104;126;128;122;Aceptable Desmpeno
121;177;154;151;Buen Desempeno
156;195;217;221;Buen Desempeno
109;143;171;147;Aceptable Desmpeno
101;159;90;80;Regular Desempeno
120;122;112;109;Aceptable Desmpeno
192;181;111;150;Buen Desempeno
175;185;214;172;Buen Desempeno
129;170;122;121;Aceptable Desmpeno
